score,comment,timestamp,taste,speed,service
5,"#野山椒牛肉+蒜蓉青菜+1个米饭#青菜炒的很好吃
#店家心意 | 荷包蛋（单点不送）#荷包蛋有一点点油
",2025/10/19 0:00,0.6,0.0,0.2
5,很好吃 土豆稀朊 排骨软烂可口,2025/10/18 0:00,0.9,0.0,0.0
5,很好吃#烟笋炒肉＋木桶饭# #小碗福利 | 麻婆豆腐（限购一份）#好香,2025/10/18 0:00,0.9,0.0,0.0
5,太好吃了太好吃了太好吃了我的天啊我的天我的天我的,2025/10/18 0:00,1.0,0.0,0.0
5,#【单人套餐】家常豆腐+米饭+果汁饮料# #【单人套餐】家常豆腐+米饭+果汁饮料# #王老吉#食材新鲜，味道鲜美值得推荐,2025/10/15 0:00,0.8,0.0,0.0
5,好好吃,2025/10/15 0:00,0.9,0.0,0.0
5,终于成功拉上了，感谢,2025/10/14 0:00,0.0,0.0,0.0
5,很好吃，经常买。,2025/10/11 0:00,0.9,0.0,0.0
4,按要求做了份量还行就是清淡了点。,2025/10/24 0:00,-0.3,0.0,0.0
5,#土豆片炒肉＋木桶饭#味道挺好吃的 想吃再来,2025/10/11 0:00,0.8,0.0,0.0
1,味道不?行,2025/10/8 0:00,-0.6,0.0,0.0
5,好吃 湖南人爱吃 周边最喜欢的一家了 得劲,2025/10/8 0:00,0.9,0.0,0.0
5,#烟笋炒肉＋木桶饭# #店家心意 | 荷包蛋（单点不送）#,2025/10/7 0:00,0.0,0.0,0.0
5,#土豆片排骨＋木桶饭# #王老吉# #土豆片排骨＋木桶饭#,2025/10/7 0:00,0.0,0.0,0.0
3,一个卖家秀，一个买家秀，感觉区别还是挺大的,2025/10/6 0:00,-0.3,0.0,-0.4
5,#【单人套餐】酸辣鸡杂+米饭＋可乐# #【单人套餐】酸辣鸡杂+米饭＋可乐#,2025/10/5 0:00,0.7,0.0,0.0
2,分量太少了，狗看了都觉得可怜,2025/11/4 0:00,-0.2,0.0,-0.6
5,#经典.麻婆豆腐（不包含米饭）# #经典.麻婆豆腐（不包含米饭）# #经典.麻婆豆腐（不包含米饭）#,2025/10/3 0:00,0.0,0.0,0.0
5,#酸菜卤肉＋木桶饭#很下饭#店家心意 | 荷包蛋（单点不送）#,2025/10/3 0:00,0.8,0.0,0.6
5,#烟笋炒肉＋木桶饭#,2025/10/1 0:00,0.0,0.0,0.0
5,#冬菇滑鸡＋木桶饭#,2025/10/1 0:00,0.0,0.0,0.0
5,#咸鱼茄子＋木桶饭#,2025/10/1 0:00,0.0,0.0,0.0
5,,2025/9/29 0:00,0.0,0.0,0.0
3,做不到辣和不辣的区分，建议还是不要标不辣的口味，锅和炒菜的铲子洗不干净的话或者不能区分开来的话，不加辣椒的菜，炒出来还是辣的！浪费人力还浪费食物，唉,2025/9/29 0:00,-0.8,0.0,-0.6
2,#【老板推荐】野山椒牛肉＋木桶饭#我一般都懒得搞评价的，这个实在是太难吃了，吃过最难吃的小炒黄牛肉，本来超爱吃的，期望值大大落空，我一个川渝人口味够重了，我都觉得咸的要死，牛肉也很老，也没几片肉，都是辣椒??????太难受了，每吃一口感觉就像盐罐子打翻了一样,2025/9/28 0:00,-0.9,0.0,0.0
5,好,2025/9/26 0:00,0.0,0.0,0.0
1,点了小炒肉 没几片肉全是辣椒,2025/9/26 0:00,-0.6,0.0,0.0
1,怎么是辣的,2025/9/24 0:00,-0.6,0.0,0.0
1,#西红柿鸡蛋＋木桶饭#难吃 一股味道 感觉西红柿是坏的,2025/9/24 0:00,-0.8,0.0,0.0
1,菜里都是辣椒基本上没菜全是辣椒不建议购买,2025/9/22 0:00,-0.8,0.0,0.0
3,肉稍微有点少，图2几乎是翻出来所有肉了，不知道是不是我这单实付款比较少的原因,2025/9/21 0:00,-0.2,0.0,-0.3
5,好吃，超级好吃 全部吃光光,2025/9/19 0:00,1.0,0.0,0.0
5,味道很好，现在二次下单,2025/9/16 0:00,0.9,0.0,0.0
1,豆子巨老 一点也不新鲜好难吃 麻婆豆腐也很难吃一股洗洁精味 要吐了#毛豆炒肉＋木桶饭# #小碗福利 | 酸辣土豆丝（限购一份）# #小碗福利 | 麻婆豆腐（限购一份）#,2025/9/14 0:00,-0.9,0.0,0.0
5,,2025/9/14 0:00,0.0,0.0,0.0
5,整体味道不错，挺好吃的，价格实惠。,2025/9/14 0:00,0.8,0.0,0.0
5,味道很棒，,2025/9/13 0:00,0.8,0.0,0.0
5,喜欢吃火腿炒蛋，好吃，喜欢吃，回购多次了！！！！！,2025/9/13 0:00,0.9,0.0,0.0
5,茄子太好吃了,2025/9/11 0:00,0.9,0.0,0.0
5,几乎每天都来这家吃 食材新鲜  现炒的菜很新鲜 吃的也放心  老板也会细心看备注  想不到吃什么的时候就直接来这家  很安心 祝老板生意兴隆,2025/9/10 0:00,0.9,0.6,0.8
5,好吃，五星好评！,2025/9/10 0:00,1.0,0.0,0.0
5,#【特色味道】香干腊肉＋木桶饭#好吃,2025/9/10 0:00,0.9,0.0,0.0
5,推荐西红柿炒鸡蛋太好吃了,2025/9/7 0:00,0.9,0.0,0.0
5,味道OK,2025/9/6 0:00,0.5,0.0,0.0
5,推荐西红柿炒鸡蛋太好吃了,2025/9/5 0:00,0.9,0.0,0.0
3,#【招牌特色】农家一碗香＋木桶饭#和预制菜没差别,2025/9/5 0:00,-0.6,0.0,0.0
5,推荐西红柿炒鸡蛋太好吃了,2025/9/2 0:00,0.9,0.0,0.0
5,第一次点，味道意外的好，分量也很足，性价比超级高，现炒非常香,2025/8/30 0:00,0.9,0.0,0.0
5,#【招牌特色】农家一碗香＋木桶饭#好吃，干净又卫生,2025/8/30 0:00,0.8,0.0,0.6
5,#【单人套餐】啤酒鸭+米饭＋可乐# 哇塞太好吃了 明天还点,2025/8/30 0:00,0.9,0.0,0.0
1,包装能不能包好点全撒了。多不想吃的,2025/8/28 0:00,-0.6,0.0,-0.8
1,漏汤,2025/8/28 0:00,-0.2,0.0,-0.4
4,味道确实还不错，包装差了点,2025/8/27 0:00,0.6,0.0,-0.3
5,量有点少，但是很好吃,2025/8/26 0:00,0.8,0.0,0.0
2,肉好少全是辣椒,2025/8/25 0:00,-0.6,0.0,0.0
5,好好好,2025/8/23 0:00,0.0,0.0,0.0
5,这家味道很不错，分量也很足，我一直都点这家的,2025/8/22 0:00,0.9,0.0,0.0
4,还可以,2025/8/21 0:00,0.3,0.3,0.3
3,那么精细的一道菜，买家秀和买家秀，真的就云泥之别，最重要的是，笋根本不是小笋。,2025/8/21 0:00,-0.6,0.0,-0.4
5,推荐西红柿炒鸡蛋太好吃了,2025/8/18 0:00,0.9,0.0,0.0
1,米饭分量太少了，菜的味道一般，看着就没什么食欲,2025/8/18 0:00,-0.6,0.0,0.0
5,"鸡蛋炒西红柿值得推荐太好吃了
",2025/8/16 0:00,0.9,0.0,0.0
5,推荐苦瓜炒牛肉,2025/8/14 0:00,0.6,0.0,0.0
5,西红柿炒鸡蛋太好吃了值得推荐,2025/8/14 0:00,0.9,0.0,0.0
5,很好吃,2025/8/14 0:00,0.9,0.0,0.0
1,点了个野山椒牛肉 里面没有什么牛肉全是辣椒,2025/8/14 0:00,-0.6,0.0,-0.4
5,西红柿炒鸡蛋值得推荐太好吃了,2025/8/12 0:00,0.9,0.0,0.0
5,"西红柿炒鸡蛋太好吃了值得推荐
",2025/8/11 0:00,0.9,0.0,0.0
3,比较咸  然后米饭很干还是冷的,2025/8/8 0:00,-0.6,0.0,-0.4
5,很香,2025/7/30 0:00,0.8,0.0,0.0
5,很下饭，味道非常好,2025/7/29 0:00,0.9,0.0,0.0
5,味道非常好，很下饭#【单人套餐】外婆菜炒蛋+米饭（保本冲销量）#,2025/7/28 0:00,0.9,0.0,0.0
5,很好吃#【单人套餐】油豆腐炒肉+米饭+饮料（亏本冲销量）#,2025/7/26 0:00,0.8,0.0,0.0
5,味道非常好,2025/7/26 0:00,0.9,0.0,0.0
2,分量变得好少！！！！,2025/7/25 0:00,0.0,0.0,-0.6
3,虽然我点的是特辣，但也用不着全是辣椒吧！肉和蛋都看不到了??,2025/7/20 0:00,-0.7,0.0,0.0
1,少餐，老板态度太恶劣了，味道也很差，简直太垃圾了，后悔点这家外卖了,2025/7/20 0:00,-0.9,-0.3,-0.95
5,好吃好吃,2025/7/18 0:00,0.8,0.0,0.0
5,好吃,2025/7/6 0:00,0.8,0.0,0.0
5,好吃,2025/7/4 0:00,0.8,0.0,0.0
5,#【单人套餐】油豆腐炒肉+米饭+饮料（亏本冲销量）# #小碗福利 | 麻婆豆腐（限购一份）# #王老吉# #收藏0元购 | 随机饮料#分量很好，好吃美味,2025/7/4 0:00,0.8,0.0,0.0
5,这家店的外卖是我的最爱之一，商家的厨艺和服务都无可挑剔。,2025/7/4 0:00,0.9,0.5,0.9
5,#【特色味道】香干腊肉＋木桶饭#好吃好吃，建议大家都试试。,2025/7/3 0:00,0.9,0.0,0.0
5,非常不错 下次还会点这家店铺的！！！,2025/7/3 0:00,0.8,0.6,0.7
5,#辣子鸡丁＋木桶饭#好吃量大，味道很棒，推荐推荐,2025/7/3 0:00,0.9,0.0,0.0
5,#毛豆炒肉＋木桶饭#味道不错，分量也很足，很下饭，吃的很饱。,2025/7/3 0:00,0.8,0.0,0.0
2,味道不咋滴,2025/6/29 0:00,-0.6,0.0,0.0
3,换厨师了吗,2025/6/29 0:00,-0.3,0.0,0.0
2,我的天，一共就两托牛肉，你能不能用点心，稍等切一下，这么大两托，你让我怎么吃啊，差评,2025/6/23 0:00,-0.6,-0.2,-0.8
5,好吃,2025/6/17 0:00,0.8,0.0,0.0
1,"好难吃，踩雷了
",2025/6/17 0:00,-0.8,0.0,0.0
5,#【爆款主打】四季豆炒肉＋木桶饭#很不错 好吃好吃 可以点这个吃,2025/6/10 0:00,0.8,0.0,0.0
5,每次点这家的外卖都能感受到商家的用心，食材选得好，烹饪手法也恰到好处，味道让人回味无穷。强烈推荐！,2025/6/1 0:00,0.95,0.0,0.8
1,油豆腐没吃到，但是西红柿炒鸡蛋不好吃，太酸了,2025/5/27 0:00,-0.6,0.0,0.0
1,这也太少了，这么黑，大家还是要多看看评论点外卖,2025/5/27 0:00,-0.2,-0.3,-0.4
5,#【特色味道】香干腊肉＋木桶饭#很香很下饭，味道很棒的。这个木桶饭性价比很高和在店里吃差不多 。值得推荐！！！,2025/5/24 0:00,0.9,0.0,0.0
5,这家店的外卖性价比超高，既能满足味蕾，又不会让钱包瘪瘪。商家太懂消费者了！,2025/5/24 0:00,0.8,0.0,0.6
5,#外婆菜回锅肉＋木桶饭# #小碗福利 | 麻婆豆腐（限购一份）#好吃的 份量足,2025/5/24 0:00,0.8,0.0,0.0
5,#野山椒牛肉+蒜蓉青菜+1个米饭#商品收到，非常满意！卖家非常耐心，解答问题细致，货物包装严谨，发货迅速，值得信赖。,2025/5/24 0:00,0.8,0.9,0.95
5,#野山椒牛肉+蒜蓉青菜+1个米饭#分量很足，味道也不错，主要是看着食欲都好了,2025/5/24 0:00,0.8,0.0,0.0
5,#土豆片排骨＋木桶饭#好吃,2025/5/22 0:00,0.8,0.0,0.0
5,#白萝卜炒牛肉＋木桶饭# #小碗福利 | 麻婆豆腐（限购一份）# #店家心意 | 荷包蛋（单点不送）# #收藏0元购 | 随机饮料#好吃的很，适合打工牛马,2025/5/22 0:00,0.8,0.5,0.6
5,香辣下饭，农家一碗香配冰可乐，爽快满足！份量足，性价比高，推荐！,2025/5/22 0:00,0.9,0.0,0.0
5,#腐竹炒肉＋木桶饭#小湘厨木桶饭的腐竹炒肉真是绝绝子！咸鲜适口的酱汁裹着嫩滑肉片和吸汁腐竹，妥妥的下饭神器。米饭颗粒分明分量超足，包装严实保温到位。,2025/5/22 0:00,0.9,0.6,0.7
1,#【老板推荐】野山椒牛肉＋木桶饭#肉很少，可能和我实付款少有关系，如果不想这么便宜，提高价格就好了，进去就三四块肉，全是垃圾和芹菜。,2025/5/22 0:00,-0.7,0.0,0.0
5,"这次外卖体验令人非常满意。 餐品新鲜美味，口感丰富，令人回味无穷。 包装精美，细节处体现了商家的用心。 配送迅速，准时送达，服务态度友好。 整体体验超出预期，值得再次购买。
#【招牌特色】农家一碗香＋木桶饭# #小碗福利 | 酸辣土豆丝（限购一份）#",2025/5/22 0:00,0.95,0.85,0.9
5,"
- 香干炒肉超好吃，肉嫩豆干香，份量很足，下次还点！??
- 这份香干炒肉太合我口味啦，咸淡适中，香迷糊了?? 
- 香干炒肉绝了，色香味俱全，米饭炫了两碗，必",2025/5/21 0:00,0.95,0.0,0.0
5,#绝味啤酒鸭＋木桶饭# #小碗福利 | 麻婆豆腐（限购一份）# #收藏0元购 | 随机饮料#点过很多次了，味道很湘味，下饭,2025/5/21 0:00,0.8,0.5,0.6
5,#【招牌特色】农家一碗香＋木桶饭#好吃，价格还实惠，量还大，打工人杠杠的，非常新鲜,2025/5/21 0:00,0.9,0.0,0.0
5,#【单人套餐】洋葱炒肉+米饭+送饮料(亏本冲销量)#味道很不错   好吃的   下次还点,2025/5/21 0:00,0.8,0.0,0.0
5,很不错的选择，服务不错，商品完好无损，值得推荐购买。。。,2025/5/21 0:00,0.5,0.3,0.8
5,#毛豆炒肉＋木桶饭#太香了,2025/5/18 0:00,0.9,0.0,0.0
5,很好吃，肉很新鲜，量大值得推荐,2025/5/17 0:00,0.9,0.0,0.0
5,好吃#土豆片排骨＋木桶饭# #小碗福利 | 麻婆豆腐（限购一份）#，,2025/5/16 0:00,0.8,0.0,0.0
5,#【招牌特色】农家一碗香＋木桶饭#还不错,2025/5/16 0:00,0.6,0.3,0.3
5,#辣子鸡丁＋木桶饭#有去店里吃过，份量特别多，味道一级棒，强烈推荐,2025/5/16 0:00,0.9,0.0,0.0
5,#土豆片排骨＋木桶饭# #小碗福利 | 麻婆豆腐（限购一份）#味道好吃 很下饭 肉也很多,2025/5/15 0:00,0.8,0.0,0.0
5,他们家食材挺新鲜的 好吃的 份量也不错 说不要辣 就一点la,2025/5/15 0:00,0.9,0.0,0.7
5,好吃量大管饱，特别是洋芋丝特别推荐，酸酸甜甜的非常下饭，麻婆豆腐也推荐拌饭吃好吃。,2025/5/15 0:00,0.9,0.0,0.0
5,本来点外卖是为了填饱肚子，可是吃了之后真的完全超出想象，吃饭也成了一种十足的享受！,2025/5/15 0:00,0.9,0.0,0.0
5,#【爆款主打】四季豆炒肉＋木桶饭#非常新鲜，豆角熟而不烂，需要忌口备注不要辣椒店家真的没有给，还非常大份！推荐推荐！,2025/5/14 0:00,0.9,0.0,0.8
5,超级好吃#火腿炒鸡蛋＋木桶饭#食材非常新鲜 推荐大家试一试 味道很好,2025/5/14 0:00,0.9,0.0,0.0
5,不错,2025/5/14 0:00,0.6,0.5,0.5
5,好吃,2025/5/14 0:00,0.8,0.0,0.0
5,味道还不错,2025/5/14 0:00,0.6,0.0,0.0
5,外卖一打开，芳香四溢，菜品鲜嫩多汁，每一口都是满满的幸福感，真的是太满足了。#烟笋炒肉＋木桶饭#,2025/5/14 0:00,0.95,0.0,0.0
5,#青瓜火腿＋木桶饭#还不错,2025/5/13 0:00,0.4,0.0,0.0
5,还可以,2025/5/13 0:00,0.3,0.3,0.3
5,第一次点   味道好  分量足  值得回购,2025/5/13 0:00,0.8,0.0,0.0
5,#【招牌特色】农家一碗香＋木桶饭#好吃，干净,2025/5/13 0:00,0.8,0.0,0.5
5,#土豆丝炒肉＋木桶饭# #【单人套餐】腐竹红烧肉+米饭+饮料（亏本冲销量）# #店家心意 | 荷包蛋（单点不送）#点的赠品都送到了。分量很多。,2025/5/13 0:00,0.6,0.3,0.7
5,好吃爱吃,2025/5/12 0:00,0.8,0.0,0.0
5,#小炒肉＋木桶饭#真就是一个超级无敌旋风好吃嘤嘤嘤糯叽叽到爆的美食#小炒肉＋木桶饭# #小碗福利 | 麻婆豆腐（限购一份）# #小炒肉＋木桶饭# #小炒肉＋木桶饭#,2025/5/12 0:00,0.95,0.0,0.0
5,味道没得说，美味，好吃,2025/5/12 0:00,0.9,0.0,0.0
5,干净又卫生 性价比高值得推荐,2025/5/12 0:00,0.6,0.3,0.7
5,食物的香气扑鼻，让人垂涎欲滴。商家在调味和烹饪时间的掌握上堪称完美。,2025/5/11 0:00,0.9,0.6,0.5
1,鸡肉都是脖子部分还怎么吃啊,2025/5/11 0:00,-0.8,0.0,-0.6
5,我一般不评价，但是这次真的忍不住要赞一下，超级好吃，超级优惠，而且送餐速度比想象中要快很多，明天继续点好吃，超赞，这家店我已经回购很多次了，包括周围的朋友都已经被我疯狂安利了，食物好吃，食材新鲜，而且分量也超多的,2025/5/11 0:00,0.95,0.85,0.8
5,味道很赞，包装很严实，没有破损。小哥速度很快，送到手还是热乎乎的，好评！,2025/5/11 0:00,0.9,0.85,0.8
5,味道还不错，分量也挺足的，包装完整的,2025/5/11 0:00,0.6,0.0,0.4
5,味道还不错的哦,2025/5/11 0:00,0.6,0.0,0.0
5,从包装到食物，处处彰显着干净。味道更是惊艳，好吃到爆，已经安利给朋友了！,2025/5/10 0:00,0.95,0.0,0.7
5,#【爆款主打】四季豆炒肉＋木桶饭# #小碗福利 | 酸辣土豆丝（限购一份）#配送速度非常快，包装也很干净，味道非常不错，性价比很高，好吃！,2025/5/10 0:00,0.9,0.95,0.85
5,好吃量也大,2025/5/9 0:00,0.8,0.0,0.0
5,味道可以,2025/5/9 0:00,0.5,0.0,0.0
1,"巨咸…………… 豆干还吃出了酸酸的味道，
太难吃了，吃过最难吃的豆干，
一个破塑料袋+两个最低成本饭盒的打包费…",2025/5/6 0:00,-0.9,0.0,-0.7
5,#绝味啤酒鸭＋木桶饭# 很好吃，超满足 出餐快,2025/4/26 0:00,0.9,0.8,0.5
1,肉沫呢，说好的超辣，小米辣都没几个。,2025/4/18 0:00,-0.6,0.0,-0.3
5,非常满意，干净卫生,2025/4/16 0:00,0.6,0.3,0.7
4,可以,2025/4/9 0:00,0.0,0.0,0.0
5,,2025/4/8 0:00,0.0,0.0,0.0
5,#【老板推荐】野山椒牛肉＋木桶饭# #店家心意 | 荷包蛋（单点不送）#味道很不错，份量很足，食材新鲜，吃的很饱，下次还来吃，祝生意兴隆,2025/3/27 0:00,0.9,0.0,0.7
5,味道很好，很鲜美很好吃，量大量足物美价廉物超所值值得购买好好好好好好好好好好好好,2025/3/27 0:00,0.9,0.0,0.0
5,味道挺好的，肉也不少，就是吃多了有一丢丢咸，可以配着水吃，总体还是挺好吃的，已经吃了一半了。,2025/3/27 0:00,0.7,0.0,0.0
5,"好评好评！商家做的又快又好吃，食材新鲜，味道让人流连忘返，下次还点！
",2025/3/27 0:00,0.9,0.8,0.7
5,炒得非常不错，五星,2025/3/26 0:00,0.9,0.0,0.0
5,#烟笋炒肉＋木桶饭# #店家心意 | 荷包蛋（单点不送）#味道很不错，份量很足，食材新鲜，吃的很饱，下次还来吃，祝生意兴隆,2025/3/26 0:00,0.9,0.0,0.7
5,木桶饭的每一口都充满了家的味道，饭菜的分量很足，包装也很精美??，商家服务态度超级好??，配送速度快到飞起??！,2025/3/26 0:00,0.9,0.95,0.95
5,还有结合好的假的假的假的假的,2025/3/26 0:00,0.0,0.0,0.0
5,香香香味道不错，过气很足，味道真的真的挺好错还OK的兄弟们,2025/3/26 0:00,0.85,0.0,0.0
5,好吃，非常有锅气#烟笋腊肉＋木桶饭#,2025/3/26 0:00,0.9,0.0,0.0
5,一口下去，满满的幸福感！饮品的香气在鼻腔中弥漫，口感丰富多样，真的是太棒了！,2025/3/25 0:00,0.95,0.0,0.0
5,还不错,2025/3/25 0:00,0.5,0.5,0.5
5,好吃,2025/3/25 0:00,0.8,0.0,0.0
5,好吃，下次再来,2025/3/25 0:00,0.8,0.0,0.0
5,说实在的，这是我在外卖平台上点餐以来，无比满意的一次点餐。无论是骑手的配送速度，还是包装的精美程度以及饭菜的可口程度，都让我十分满意，给老板一个大大的赞??,2025/3/25 0:00,0.95,0.95,0.95
5,味道很好，很鲜美，量大量足物美价廉物超所值值得购买好好好好好好好好好好好好,2025/3/25 0:00,0.9,0.0,0.0
5,#【老板推荐】野山椒牛肉＋木桶饭# #收藏0元购 | 随机饮料#好好好好好好好好好好吃的样子好好好好好好好好好好吃的样子好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,2025/3/25 0:00,0.95,0.0,0.0
5,"这次外卖体验令人非常满意。 餐品新鲜美味，口感丰富，令人回味无穷。 包装精美，细节处体现了商家的用心。 配送迅速，准时送达，服务态度友好。 整体体验超出预期，值得再次购买。
",2025/3/24 0:00,0.95,0.9,0.85
4,味道还可以，肥而不腻，下次可以再点，可以值得回购,2025/3/24 0:00,0.6,0.0,0.0
5,包装严密，食材新鲜，分量很足,2025/3/24 0:00,0.8,0.0,0.6
5,好吃,2025/3/24 0:00,0.8,0.0,0.0
5,挺香的，味道不错，菜量也比较多,2025/3/24 0:00,0.8,0.0,0.0
5,#腐竹牛腩＋木桶饭#味道很不错，份量很足，食材新鲜，吃的很饱，下次还来吃，祝生意兴隆,2025/3/24 0:00,0.9,0.0,0.0
5,#【单人套餐】油豆腐炒肉+米饭+饮料（亏本冲销量）#味道好吃，很下饭，价格经济实惠，推荐这家店铺,2025/3/23 0:00,0.8,0.0,0.0
5,外卖干净得无可挑剔，味道也是一绝，鲜香可口，吃了还想吃！,2025/3/23 0:00,0.95,0.0,0.8
5,味道可以,2025/3/23 0:00,0.5,0.0,0.0
5,#香干炒肉+米饭#很下饭，很好吃，价格便宜，经常这家外卖，推荐大家,2025/3/23 0:00,0.9,0.0,0.0
5,特别好吃，毛豆脆脆的，很入味，非常下饭，锅气很足,2025/3/22 0:00,0.9,0.0,0.0
5,好吃,2025/3/22 0:00,0.8,0.0,0.0
5,#【单人套餐】油豆腐炒肉+米饭+饮料（亏本冲销量）#味道不错，好吃不贵，经济实惠，推荐这家店铺，出餐配送快,2025/3/22 0:00,0.8,0.9,0.7
5,??????????????????????????,2025/3/22 0:00,0.0,0.0,0.0
5,好多辣椒???，爽飞了,2025/3/22 0:00,0.8,0.0,0.0
5,#【单人套餐】家常豆腐+米饭+果汁饮料# 还可以吧,2025/3/22 0:00,0.3,0.0,0.0
5,"服务快捷，送餐准时，菜品新鲜美味，包装完善，值得推荐
源",2025/3/21 0:00,0.9,0.8,0.85
5,食物的香气扑鼻，让人垂涎欲滴。商家在调味和烹饪时间的掌握上堪称完美。,2025/3/21 0:00,0.9,0.0,0.0
5,#腐竹牛腩＋木桶饭#味道很不错，份量很足，食材新鲜，吃的很饱，下次还来吃，祝生意兴隆,2025/3/21 0:00,0.9,0.0,0.0
5,口味比我想象中的好，确实没想到料这么丰富，真的不错，挺好吃的，还会再点,2025/3/21 0:00,0.9,0.0,0.0
5,#青椒牛肉＋木桶饭+荷包蛋#好吃??，就是这个味,2025/3/21 0:00,0.8,0.0,0.0
5,味道不错，速度很快，下次再点,2025/3/21 0:00,0.8,0.9,0.7
5,#【招牌特色】农家一碗香＋木桶饭# #小碗福利 | 麻婆豆腐（限购一份）# ,2025/3/21 0:00,0.6,0.3,0.4
5,味道挺好的，肉也不少，就是吃多了有一丢丢咸，可以配着水吃，总体还是挺好吃的，已经吃了一半了。,2025/3/20 0:00,0.7,0.0,0.0
5,很好吃 送的很快,2025/3/20 0:00,0.9,0.8,0.5
5,非常好吃！#【招牌特色】农家一碗香＋木桶饭#明天还要继续点！,2025/3/20 0:00,0.9,0.0,0.0
5,笋炒肉很下饭，土豆丝脆脆的，抄的不错，就是没有青菜,2025/3/20 0:00,0.7,0.0,0.0
5,"还可以
",2025/3/20 0:00,0.3,0.3,0.3
3,第三次吃了，还行吧,2025/3/19 0:00,0.3,0.0,0.0
5,这家店的老顾客了，一如既往的好吃，是我的第二食堂，吃的安心放心。店家菜品很全，味道超正！炒鸡好吃！强烈安利！,2025/3/19 0:00,0.95,0.0,0.0
5,"口味很好吃，口味很好吃，口味很好吃，口味很好吃，
",2025/3/19 0:00,0.9,0.0,0.0
5,#辣子鸡丁＋木桶饭#太香了，味道很棒，分量特别多，强烈推荐尝一尝,2025/3/19 0:00,0.9,0.0,0.0
5,超级好吃 豆子非常香 辣度正好 超级喜欢 给朋友也推荐了,2025/3/18 0:00,0.95,0.0,0.0
5,#土豆片排骨＋木桶饭# #收藏0元购 | 随机饮料#包装很好，分量很足，很香很好吃，下次还会点的，好吃好吃，推荐推荐,2025/3/17 0:00,0.9,0.0,0.0
5,#青瓜火腿＋木桶饭# #小碗福利 | 酸辣土豆丝（限购一份）# #店家心意 | 荷包蛋（单点不送）#第一次点黄瓜，整体味道很不错，很下饭。,2025/3/17 0:00,0.8,0.0,0.3
5,味道还可以，还不错，份量也行,2025/3/14 0:00,0.6,0.0,0.0
5,#【招牌特色】农家一碗香＋木桶饭#,2025/3/14 0:00,0.0,0.0,0.0
5,点了很多次啦，非常好吃，非常入味，包装也很棒，吃饱饱没烦恼哈哈,2025/3/13 0:00,0.9,0.0,0.7
3,肉几片，豆腐很多，味道一般,2025/3/10 0:00,-0.3,0.0,0.0
5,太划算了！优惠力度真的好大，份量够足，下次一定还会点的,2025/3/9 0:00,0.6,0.0,0.5
5,#烟笋炒肉＋木桶饭# #小碗福利 | 酸辣土豆丝（限购一份）# #收藏0元购 | 随机饮料#点过几次了，味道很不错，吃辣人士特别下饭。,2025/3/9 0:00,0.8,0.5,0.5
5,很棒，下次还点,2025/3/9 0:00,0.8,0.6,0.7
5,#【招牌特色】农家一碗香＋木桶饭#味道很好，很新鲜，份量大，推荐买，推荐推荐,2025/3/9 0:00,0.9,0.0,0.0
5,??餐品卖相真不错，卫生方面无可挑剔。套餐搭配合理出色，超级棒。包装完整严实，食材新鲜好吃，真赞！#【招牌特色】农家一碗香＋木桶饭#,2025/3/9 0:00,0.9,0.0,0.7
5,#【特色味道】香干腊肉＋木桶饭#好吃,2025/3/8 0:00,0.8,0.0,0.0
