店铺名称,评论用户,用户id,评分,评论内容,评论时间,下单时间,处理时间,配送时间,配送评分,评论类型,评论id,图片数量,图片链接,标签,商家回复
乐凯撒披萨,匿名用户,0,2,#【随心配】超值面饭3件套# ,1759680000,1759680000,1759748491,79,0,4,9164042762,0,,送达不通知',非常感谢您的五星好评！我们很高兴您对我们的面饭3件套满意。对于任何不完美的地方，我们深感歉意并会努力改进。期待再次为您服务！
乐凯撒披萨,匿名用户,0,3,都很一般，不会再点,1755100800,1755100800,1755150234,89,0,4,8996870307,0,,送达超时',非常抱歉让您感到失望，我们一直在努力提升。希望有机会能改进并提供更好的服务。感谢您的反馈！
乐凯撒披萨,Deadpan熊,890375888,1,经常吃乐?凯撒的榴莲披萨，这一次点的刚送到没5分钟左右打开，看到底下已经很多油迹了，这就证明已经放了很久，或者说做好了放了一段时间又重新拿来加热的，口感非常差，下面的面粉跟肉粘在一起，根本没有那种饱和感 以后很难再点乐凯撒了#【经典回归】创始金枕榴莲披萨9英寸#,1752422400,1752422400,1752502341,38,0,4,8887812509,2,"http://p0.meituan.net/wmcomment/169bc41cb2a12faf9afc0baa6e056e80297858.jpg', 'http://p0.meituan.net/wmcomment/b4a4c1c2bbf86cf6c26b0cfd1f25fd70190987.jpg'",,您好，非常抱歉这次的披萨没有达到您的期望。对于榴莲披萨放置时间和口感的问题，我们深感歉意。我们一直在努力提升品质和配送效率，但这次显然没有完全做到。请您放心，我们会认真听取您的反馈，加强食材管理和控温措施，确保未来的产品质量。感谢您的宝贵意见，我们希望有机会能以更好的服务和产品重新赢得您的喜爱。
乐凯撒披萨,匿名用户,0,1,都冷掉了#经典肉酱意面# ,1746547200,1746547200,1746592439,66,0,4,8659195083,0,,送达超时',非常抱歉给您带来了不愉快的用餐体验，对于经典肉酱意面未达到您的期望，我们深感遗憾。请您接受我们最诚挚的歉意。我们一直致力于提供热腾腾的美食，这次的失误确实是我们工作中的疏漏。为了确保此类情况不再发生，我们会加强内部流程和温度控制，以保证每一份送出的食物都能完美送达。再次为给您带来的不便表示深深的歉意，我们希望您能给我们一个改正错误的机会
乐凯撒披萨,Kvr701112016,166503033,3,不愉快的一次订餐，餐是不够,1744732800,1744732800,1744784262,38,0,4,8595458498,0,,,非常抱歉给您带来了不愉快的用餐体验，对于餐品分量不足的问题，我们深感歉意。请您放心，我们会立即改进并确保今后提供足够的餐量。感谢您的宝贵反馈，期待能有机会以更好的服务和满意的产品分量来弥补这次的不便。
乐凯撒披萨,爱吃的小晴,4640600183,5,很好吃啊，从之前上学吃到了上班！他家的意面我一直超爱，推荐哈哈哈哈哈,1744387200,1744387200,1744439698,36,0,4,8583455851,0,,"风雨无阻', '快速准时', '礼貌热情', '货品完好', '仪表整洁'",尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,fgO948155759,5076621489,5,这速度就是快，在我最饿的时候飞马赶到，风雨无阻，这烤鸡披萨让我无法自拔，太喜欢了??,1760198400,1760198400,1760241899,35,0,11,9179899930,1,http://p0.meituan.net/wmcomment/47975ffe0aff084bb7324e6042e05a97138531.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,daty123,2493954,5,经典肉酱意面特别好吃??,1747584000,1747584000,1747655888,82,0,11,8697524631,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,fTb201193603,179929436,5,"这次点乐凯萨的外卖，真被他家饮料圈粉了！
我点了百香果饮料。百香果入口醇厚丝滑，能喝出是新鲜百香果现做，浓郁果香，甜度恰到好处，一点不腻。听说每杯用一颗百香果，用料超实在。百香果饮料一喝就想起童年，酸酸甜甜，橙香浓郁，满满维C，开胃又解腻。
包装也很严实，送来一点没洒，杯子还挺好看。配送速度快，到手还是冰爽的，完美契合我宅家吃披萨的快乐时光！下次还要试试他家别的饮品！",1744128000,1744128000,1744198933,29,0,4,8575465703,1,http://p0.meituan.net/wmcomment/34c80a5882defbddc111bd40344c031399078.jpg',"仪表整洁', '快速准时', '风雨无阻', '货品完好', '礼貌热情'",尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,国民小小鱼,361790175,5,#点右上角?收藏享 草原羊肉串1串0.99元#攒，好吃爱吃会继续吃,1743955200,1743955200,1744026369,15,0,4,8570011435,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,uQz309825795,757952691,5,包装完好无损，配送快，餐品实惠,1760112000,1760112000,1760175626,4,0,4,9177893391,1,http://p0.meituan.net/wmcomment/3516ede57ad4fe8cebab07c868c4618b112670.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,匿名用户,0,5,到店吃效果更好，棒,1760198400,1760198400,1760242226,43,0,4,9179930582,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,国民小小鱼,361790175,5,公司团建，同事们都超级喜欢??之前到店吃的，品质还是一如即往，希望继续努力保持,1760112000,1760112000,1760183659,2,0,4,9178415533,1,http://p0.meituan.net/wmcomment/8e418b1b5d53eadf99e0a28eaf941d80251022.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,明仲123,322530839,5,#乐多多小吃拼盘#配送速度很快，口感很好，肉质鲜嫩,1749312000,1749312000,1749380686,4,0,4,8760198079,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,Bng456783291,1926838353,5,#【爆款榴莲】超满足一人食（巴掌大的披萨）#太满足啦！！,1753718400,1753718400,1753785271,40,0,4,8941246446,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,tsingyi青衣,68096716,4,谁家披萨是这么做的。。。,1748534400,1748534400,1748577293,37,0,4,8730810533,1,http://p0.meituan.net/wmcomment/aa999973819567420ded54d1c81ad4b42965483.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,qWd18948330909,44231409,4,披萨馅料都滑到一边去了。,1752595200,1752595200,1752641789,38,0,4,8892956066,1,http://p0.meituan.net/wmcomment/321fa35666c2e446ce128493c5354aa61025552.jpg',提前点送达',尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,匿名用户,0,5,每周都会光顾的宝藏店，榴莲披萨YYDS，没有之一只有唯一，同事们都关注了，今天都在说好吃，让我也是很自豪啊,1760112000,1760112000,1760183788,4,0,4,9178423123,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,匿名用户,0,2,骑手送得很快。披萨不好吃，拉丁肠缩水了，以前很长一串的，不会再吃了。,1761494400,1761494400,1761563057,40,0,4,9225347502,0,,,感谢您的反馈，我们非常抱歉您对披萨的体验感到失望。对于骑手快速配送，我们感到欣慰。我们正在努力改进拉丁肠的制作，确保每一份都保持一致的品质。希望有机会能弥补这次的不愉快，欢迎您再次尝试我们的产品。
乐凯撒披萨,匿名用户,0,2,打开盖子，这个样子，全团成一坨，怎么吃………,1761321600,1761321600,1761397771,35,0,4,9219804125,1,http://p0.meituan.net/wmcomment/5f3062058292b2b191bd0d00ab3f3ef5186116.jpg',其他',非常抱歉给您带来了不愉快的体验，我们对此深感歉意。对于食物团成一坨的情况，我们会立即调查并确保此类问题不再发生。感谢您的反馈，您的满意是我们最大的追求。
乐凯撒披萨,匿名用户,0,2,#【随心配】超值面饭3件套# ,1759680000,1759680000,1759748491,79,0,4,9164042762,0,,送达不通知',非常感谢您的五星好评！我们很高兴您对我们的面饭3件套满意。对于任何不完美的地方，我们深感歉意并会努力改进。期待再次为您服务！
乐凯撒披萨,匿名用户,0,3,都很一般，不会再点,1755100800,1755100800,1755150234,89,0,4,8996870307,0,,送达超时',非常抱歉让您感到失望，我们一直在努力提升。希望有机会能改进并提供更好的服务。感谢您的反馈！
乐凯撒披萨,Deadpan熊,890375888,1,经常吃乐?凯撒的榴莲披萨，这一次点的刚送到没5分钟左右打开，看到底下已经很多油迹了，这就证明已经放了很久，或者说做好了放了一段时间又重新拿来加热的，口感非常差，下面的面粉跟肉粘在一起，根本没有那种饱和感 以后很难再点乐凯撒了#【经典回归】创始金枕榴莲披萨9英寸#,1752422400,1752422400,1752502341,38,0,4,8887812509,2,"http://p0.meituan.net/wmcomment/169bc41cb2a12faf9afc0baa6e056e80297858.jpg', 'http://p0.meituan.net/wmcomment/b4a4c1c2bbf86cf6c26b0cfd1f25fd70190987.jpg'",,您好，非常抱歉这次的披萨没有达到您的期望。对于榴莲披萨放置时间和口感的问题，我们深感歉意。我们一直在努力提升品质和配送效率，但这次显然没有完全做到。请您放心，我们会认真听取您的反馈，加强食材管理和控温措施，确保未来的产品质量。感谢您的宝贵意见，我们希望有机会能以更好的服务和产品重新赢得您的喜爱。
乐凯撒披萨,匿名用户,0,1,都冷掉了#经典肉酱意面# ,1746547200,1746547200,1746592439,66,0,4,8659195083,0,,送达超时',非常抱歉给您带来了不愉快的用餐体验，对于经典肉酱意面未达到您的期望，我们深感遗憾。请您接受我们最诚挚的歉意。我们一直致力于提供热腾腾的美食，这次的失误确实是我们工作中的疏漏。为了确保此类情况不再发生，我们会加强内部流程和温度控制，以保证每一份送出的食物都能完美送达。再次为给您带来的不便表示深深的歉意，我们希望您能给我们一个改正错误的机会
乐凯撒披萨,Kvr701112016,166503033,3,不愉快的一次订餐，餐是不够,1744732800,1744732800,1744784262,38,0,4,8595458498,0,,,非常抱歉给您带来了不愉快的用餐体验，对于餐品分量不足的问题，我们深感歉意。请您放心，我们会立即改进并确保今后提供足够的餐量。感谢您的宝贵反馈，期待能有机会以更好的服务和满意的产品分量来弥补这次的不便。
乐凯撒披萨,爱吃的小晴,4640600183,5,很好吃啊，从之前上学吃到了上班！他家的意面我一直超爱，推荐哈哈哈哈哈,1744387200,1744387200,1744439698,36,0,4,8583455851,0,,"风雨无阻', '快速准时', '礼貌热情', '货品完好', '仪表整洁'",尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,fgO948155759,5076621489,5,这速度就是快，在我最饿的时候飞马赶到，风雨无阻，这烤鸡披萨让我无法自拔，太喜欢了??,1760198400,1760198400,1760241899,35,0,11,9179899930,1,http://p0.meituan.net/wmcomment/47975ffe0aff084bb7324e6042e05a97138531.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,daty123,2493954,5,经典肉酱意面特别好吃??,1747584000,1747584000,1747655888,82,0,11,8697524631,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,fTb201193603,179929436,5,"这次点乐凯萨的外卖，真被他家饮料圈粉了！
我点了百香果饮料。百香果入口醇厚丝滑，能喝出是新鲜百香果现做，浓郁果香，甜度恰到好处，一点不腻。听说每杯用一颗百香果，用料超实在。百香果饮料一喝就想起童年，酸酸甜甜，橙香浓郁，满满维C，开胃又解腻。
包装也很严实，送来一点没洒，杯子还挺好看。配送速度快，到手还是冰爽的，完美契合我宅家吃披萨的快乐时光！下次还要试试他家别的饮品！",1744128000,1744128000,1744198933,29,0,4,8575465703,1,http://p0.meituan.net/wmcomment/34c80a5882defbddc111bd40344c031399078.jpg',"仪表整洁', '快速准时', '风雨无阻', '货品完好', '礼貌热情'",尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,国民小小鱼,361790175,5,#点右上角?收藏享 草原羊肉串1串0.99元#攒，好吃爱吃会继续吃,1743955200,1743955200,1744026369,15,0,4,8570011435,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,uQz309825795,757952691,5,包装完好无损，配送快，餐品实惠,1760112000,1760112000,1760175626,4,0,4,9177893391,1,http://p0.meituan.net/wmcomment/3516ede57ad4fe8cebab07c868c4618b112670.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,匿名用户,0,5,到店吃效果更好，棒,1760198400,1760198400,1760242226,43,0,4,9179930582,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,国民小小鱼,361790175,5,公司团建，同事们都超级喜欢??之前到店吃的，品质还是一如即往，希望继续努力保持,1760112000,1760112000,1760183659,2,0,4,9178415533,1,http://p0.meituan.net/wmcomment/8e418b1b5d53eadf99e0a28eaf941d80251022.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,明仲123,322530839,5,#乐多多小吃拼盘#配送速度很快，口感很好，肉质鲜嫩,1749312000,1749312000,1749380686,4,0,4,8760198079,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,Bng456783291,1926838353,5,#【爆款榴莲】超满足一人食（巴掌大的披萨）#太满足啦！！,1753718400,1753718400,1753785271,40,0,4,8941246446,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,tsingyi青衣,68096716,4,谁家披萨是这么做的。。。,1748534400,1748534400,1748577293,37,0,4,8730810533,1,http://p0.meituan.net/wmcomment/aa999973819567420ded54d1c81ad4b42965483.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,qWd18948330909,44231409,4,披萨馅料都滑到一边去了。,1752595200,1752595200,1752641789,38,0,4,8892956066,1,http://p0.meituan.net/wmcomment/321fa35666c2e446ce128493c5354aa61025552.jpg',提前点送达',尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,匿名用户,0,5,每周都会光顾的宝藏店，榴莲披萨YYDS，没有之一只有唯一，同事们都关注了，今天都在说好吃，让我也是很自豪啊,1760112000,1760112000,1760183788,4,0,4,9178423123,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,匿名用户,0,2,骑手送得很快。披萨不好吃，拉丁肠缩水了，以前很长一串的，不会再吃了。,1761494400,1761494400,1761563057,40,0,4,9225347502,0,,,感谢您的反馈，我们非常抱歉您对披萨的体验感到失望。对于骑手快速配送，我们感到欣慰。我们正在努力改进拉丁肠的制作，确保每一份都保持一致的品质。希望有机会能弥补这次的不愉快，欢迎您再次尝试我们的产品。
乐凯撒披萨,匿名用户,0,2,打开盖子，这个样子，全团成一坨，怎么吃………,1761321600,1761321600,1761397771,35,0,4,9219804125,1,http://p0.meituan.net/wmcomment/5f3062058292b2b191bd0d00ab3f3ef5186116.jpg',其他',非常抱歉给您带来了不愉快的体验，我们对此深感歉意。对于食物团成一坨的情况，我们会立即调查并确保此类问题不再发生。感谢您的反馈，您的满意是我们最大的追求。
乐凯撒披萨,匿名用户,0,2,#【随心配】超值面饭3件套# ,1759680000,1759680000,1759748491,79,0,4,9164042762,0,,送达不通知',非常感谢您的五星好评！我们很高兴您对我们的面饭3件套满意。对于任何不完美的地方，我们深感歉意并会努力改进。期待再次为您服务！
乐凯撒披萨,匿名用户,0,3,都很一般，不会再点,1755100800,1755100800,1755150234,89,0,4,8996870307,0,,送达超时',非常抱歉让您感到失望，我们一直在努力提升。希望有机会能改进并提供更好的服务。感谢您的反馈！
乐凯撒披萨,Deadpan熊,890375888,1,经常吃乐?凯撒的榴莲披萨，这一次点的刚送到没5分钟左右打开，看到底下已经很多油迹了，这就证明已经放了很久，或者说做好了放了一段时间又重新拿来加热的，口感非常差，下面的面粉跟肉粘在一起，根本没有那种饱和感 以后很难再点乐凯撒了#【经典回归】创始金枕榴莲披萨9英寸#,1752422400,1752422400,1752502341,38,0,4,8887812509,2,"http://p0.meituan.net/wmcomment/169bc41cb2a12faf9afc0baa6e056e80297858.jpg', 'http://p0.meituan.net/wmcomment/b4a4c1c2bbf86cf6c26b0cfd1f25fd70190987.jpg'",,您好，非常抱歉这次的披萨没有达到您的期望。对于榴莲披萨放置时间和口感的问题，我们深感歉意。我们一直在努力提升品质和配送效率，但这次显然没有完全做到。请您放心，我们会认真听取您的反馈，加强食材管理和控温措施，确保未来的产品质量。感谢您的宝贵意见，我们希望有机会能以更好的服务和产品重新赢得您的喜爱。
乐凯撒披萨,匿名用户,0,1,都冷掉了#经典肉酱意面# ,1746547200,1746547200,1746592439,66,0,4,8659195083,0,,送达超时',非常抱歉给您带来了不愉快的用餐体验，对于经典肉酱意面未达到您的期望，我们深感遗憾。请您接受我们最诚挚的歉意。我们一直致力于提供热腾腾的美食，这次的失误确实是我们工作中的疏漏。为了确保此类情况不再发生，我们会加强内部流程和温度控制，以保证每一份送出的食物都能完美送达。再次为给您带来的不便表示深深的歉意，我们希望您能给我们一个改正错误的机会
乐凯撒披萨,Kvr701112016,166503033,3,不愉快的一次订餐，餐是不够,1744732800,1744732800,1744784262,38,0,4,8595458498,0,,,非常抱歉给您带来了不愉快的用餐体验，对于餐品分量不足的问题，我们深感歉意。请您放心，我们会立即改进并确保今后提供足够的餐量。感谢您的宝贵反馈，期待能有机会以更好的服务和满意的产品分量来弥补这次的不便。
乐凯撒披萨,爱吃的小晴,4640600183,5,很好吃啊，从之前上学吃到了上班！他家的意面我一直超爱，推荐哈哈哈哈哈,1744387200,1744387200,1744439698,36,0,4,8583455851,0,,"风雨无阻', '快速准时', '礼貌热情', '货品完好', '仪表整洁'",尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,fgO948155759,5076621489,5,这速度就是快，在我最饿的时候飞马赶到，风雨无阻，这烤鸡披萨让我无法自拔，太喜欢了??,1760198400,1760198400,1760241899,35,0,11,9179899930,1,http://p0.meituan.net/wmcomment/47975ffe0aff084bb7324e6042e05a97138531.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,daty123,2493954,5,经典肉酱意面特别好吃??,1747584000,1747584000,1747655888,82,0,11,8697524631,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,fTb201193603,179929436,5,"这次点乐凯萨的外卖，真被他家饮料圈粉了！
我点了百香果饮料。百香果入口醇厚丝滑，能喝出是新鲜百香果现做，浓郁果香，甜度恰到好处，一点不腻。听说每杯用一颗百香果，用料超实在。百香果饮料一喝就想起童年，酸酸甜甜，橙香浓郁，满满维C，开胃又解腻。
包装也很严实，送来一点没洒，杯子还挺好看。配送速度快，到手还是冰爽的，完美契合我宅家吃披萨的快乐时光！下次还要试试他家别的饮品！",1744128000,1744128000,1744198933,29,0,4,8575465703,1,http://p0.meituan.net/wmcomment/34c80a5882defbddc111bd40344c031399078.jpg',"仪表整洁', '快速准时', '风雨无阻', '货品完好', '礼貌热情'",尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,国民小小鱼,361790175,5,#点右上角?收藏享 草原羊肉串1串0.99元#攒，好吃爱吃会继续吃,1743955200,1743955200,1744026369,15,0,4,8570011435,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,uQz309825795,757952691,5,包装完好无损，配送快，餐品实惠,1760112000,1760112000,1760175626,4,0,4,9177893391,1,http://p0.meituan.net/wmcomment/3516ede57ad4fe8cebab07c868c4618b112670.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,匿名用户,0,5,到店吃效果更好，棒,1760198400,1760198400,1760242226,43,0,4,9179930582,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,国民小小鱼,361790175,5,公司团建，同事们都超级喜欢??之前到店吃的，品质还是一如即往，希望继续努力保持,1760112000,1760112000,1760183659,2,0,4,9178415533,1,http://p0.meituan.net/wmcomment/8e418b1b5d53eadf99e0a28eaf941d80251022.jpg',,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,明仲123,322530839,5,#乐多多小吃拼盘#配送速度很快，口感很好，肉质鲜嫩,1749312000,1749312000,1749380686,4,0,4,8760198079,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
乐凯撒披萨,Bng456783291,1926838353,5,#【爆款榴莲】超满足一人食（巴掌大的披萨）#太满足啦！！,1753718400,1753718400,1753785271,40,0,4,8941246446,0,,,尊敬的顾客您好，谢谢您的点评，感谢您帮我们提升服务。您的认可和鼓励是我们继续努力的动力和方向。乐凯撒等您再来，祝您生活愉快，万事顺意~
